基準日,基準価額（円）,純資産額（億円）,分配金
2020/06/29,"12,262","2,197.64","-"
2020/06/30,"12,273","2,212.96","-"
2020/07/01,"12,259","2,222.80","-"
2020/07/02,"12,250","2,229.96","-"
2020/07/03,"12,279","2,243.75","-"
2020/07/06,"12,281","2,249.15","-"
2020/07/07,"12,292","2,251.16","-"
2020/07/08,"12,291","2,267.68","-"
2020/07/09,"12,291","2,272.89","-"
2020/07/10,"12,297","2,282.34","-"
2020/07/13,"12,217","2,276.06","80"
2020/07/14,"12,207","2,292.56","-"
2020/07/15,"12,227","2,309.11","-"
2020/07/16,"12,220","2,316.48","-"
2020/07/17,"12,227","2,329.16","-"
2020/07/20,"12,232","2,340.56","-"
2020/07/21,"12,242","2,354.29","-"
2020/07/22,"12,252","2,368.92","-"
2020/07/27,"12,235","2,375.82","-"
2020/07/28,"12,237","2,392.07","-"
2020/07/29,"12,243","2,410.72","-"
2020/07/30,"12,242","2,424.62","-"
2020/07/31,"12,239","2,441.69","-"
2020/08/03,"12,259","2,464.89","-"
2020/08/04,"12,266","2,479.75","-"
2020/08/05,"12,292","2,494.92","-"
2020/08/06,"12,275","2,498.49","-"
2020/08/07,"12,297","2,509.66","-"
2020/08/11,"12,318","2,520.51","-"
2020/08/12,"12,293","2,530.41","-"
2020/08/13,"12,285","2,543.69","-"
2020/08/14,"12,259","2,549.54","-"
2020/08/17,"12,239","2,558.53","-"
2020/08/18,"12,247","2,575.06","-"
2020/08/19,"12,235","2,589.94","-"
2020/08/20,"12,241","2,601.91","-"
2020/08/21,"12,241","2,617.24","-"
2020/08/24,"12,264","2,634.83","-"
2020/08/25,"12,289","2,654.40","-"
2020/08/26,"12,251","2,659.57","-"
2020/08/27,"12,226","2,666.50","-"
2020/08/28,"12,206","2,681.32","-"
2020/08/31,"12,198","2,698.19","-"
2020/09/01,"12,188","2,716.86","-"
2020/09/02,"12,215","2,722.98","-"
2020/09/03,"12,275","2,757.94","-"
2020/09/04,"12,267","2,767.65","-"
2020/09/07,"12,216","2,768.79","-"
2020/09/08,"12,224","2,784.94","-"
2020/09/09,"12,235","2,787.33","-"
2020/09/10,"12,236","2,815.77","-"
2020/09/11,"12,243","2,831.94","-"
2020/09/14,"12,267","2,851.04","-"
2020/09/15,"12,281","2,868.44","-"
2020/09/16,"12,287","2,892.31","-"
2020/09/17,"12,286","2,909.17","-"
2020/09/18,"12,265","2,919.71","-"
2020/09/23,"12,257","2,937.65","-"
2020/09/24,"12,229","2,952.14","-"
2020/09/25,"12,229","2,976.78","-"
2020/09/28,"12,261","3,007.87","-"
2020/09/29,"12,272","3,044.01","-"
2020/09/30,"12,258","3,077.95","-"
2020/10/01,"12,244","3,105.45","-"
2020/10/02,"12,248","3,119.29","-"
2020/10/05,"12,260","3,129.58","-"
2020/10/06,"12,253","3,133.43","-"
2020/10/07,"12,272","3,146.92","-"
2020/10/08,"12,273","3,153.26","-"
2020/10/09,"12,289","3,165.37","-"
2020/10/12,"12,285","3,172.16","-"
2020/10/13,"12,305","3,184.43","-"
2020/10/14,"12,323","3,189.03","-"
2020/10/15,"12,312","3,203.95","-"
2020/10/16,"12,310","3,211.53","-"
2020/10/19,"12,323","3,224.29","-"
2020/10/20,"12,292","3,226.20","-"
2020/10/21,"12,285","3,237.15","-"
2020/10/22,"12,233","3,233.80","-"
2020/10/23,"12,225","3,242.37","-"
2020/10/26,"12,219","3,254.54","-"
2020/10/27,"12,223","3,268.13","-"
2020/10/28,"12,226","3,282.35","-"
2020/10/29,"12,219","3,292.18","-"
2020/10/30,"12,205","3,299.79","-"
2020/11/02,"12,205","3,317.58","-"
2020/11/04,"12,217","3,331.12","-"
2020/11/05,"12,273","3,357.26","-"
2020/11/06,"12,282","3,365.69","-"
2020/11/09,"12,272","3,369.17","-"
2020/11/10,"12,258","3,372.45","-"
2020/11/11,"12,264","3,383.69","-"
2020/11/12,"12,264","3,392.42","-"
2020/11/13,"12,265","3,392.56","-"
2020/11/16,"12,298","3,421.45","-"
2020/11/17,"12,313","3,436.03","-"
2020/11/18,"12,305","3,446.12","-"
2020/11/19,"12,298","3,451.27","-"
2020/11/20,"12,306","3,461.64","-"
2020/11/24,"12,351","3,482.82","-"
2020/11/25,"12,350","3,495.93","-"
2020/11/26,"12,351","3,508.13","-"
2020/11/27,"12,371","3,526.33","-"
2020/11/30,"12,340","3,517.45","-"
2020/12/01,"12,339","3,549.63","-"
2020/12/02,"12,319","3,560.20","-"
2020/12/03,"12,321","3,575.63","-"
2020/12/04,"12,332","3,589.00","-"
2020/12/07,"12,320","3,595.00","-"
2020/12/08,"12,350","3,617.93","-"
2020/12/09,"12,376","3,637.82","-"
2020/12/10,"12,360","3,644.62","-"
2020/12/11,"12,379","3,662.17","-"
2020/12/14,"12,402","3,681.43","-"
2020/12/15,"12,378","3,692.30","-"
2020/12/16,"12,380","3,712.26","-"
2020/12/17,"12,379","3,729.00","-"
2020/12/18,"12,376","3,745.64","-"
2020/12/21,"12,370","3,761.86","-"
2020/12/22,"12,342","3,769.95","-"
2020/12/23,"12,366","3,799.13","-"
2020/12/24,"12,339","3,812.18","-"
2020/12/25,"12,347","3,837.53","-"
2020/12/28,"12,365","3,843.14","-"
2020/12/29,"12,412","3,857.69","-"
2020/12/30,"12,407","3,856.44","-"
2021/01/04,"12,391","3,939.96","-"
2021/01/05,"12,401","3,959.09","-"
2021/01/06,"12,381","3,964.31","-"
2021/01/07,"12,378","3,970.60","-"
2021/01/08,"12,409","3,989.37","-"
2021/01/12,"12,341","3,974.33","80"
2021/01/13,"12,302","3,986.12","-"
2021/01/14,"12,353","4,015.11","-"
2021/01/15,"12,334","4,020.64","-"
2021/01/18,"12,335","4,032.63","-"
2021/01/19,"12,342","4,051.23","-"
2021/01/20,"12,356","4,055.79","-"
2021/01/21,"12,378","4,091.02","-"
2021/01/22,"12,354","4,097.83","-"
2021/01/25,"12,357","4,111.42","-"
2021/01/26,"12,382","4,135.22","-"
2021/01/27,"12,376","4,156.34","-"
2021/01/28,"12,364","4,173.04","-"
2021/01/29,"12,322","4,178.20","-"
2021/02/01,"12,304","4,195.84","-"
2021/02/02,"12,336","4,226.58","-"
2021/02/03,"12,359","4,249.81","-"
2021/02/04,"12,355","4,260.68","-"
2021/02/05,"12,375","4,281.95","-"
2021/02/08,"12,397","4,302.47","-"
2021/02/09,"12,397","4,321.06","-"
2021/02/10,"12,405","4,342.31","-"
2021/02/12,"12,434","4,366.14","-"
2021/02/15,"12,428","4,378.94","-"
2021/02/16,"12,437","4,399.23","-"
2021/02/17,"12,397","4,384.94","-"
2021/02/18,"12,368","4,407.86","-"
2021/02/19,"12,331","4,408.86","-"
2021/02/22,"12,313","4,420.33","-"
2021/02/24,"12,259","4,417.95","-"
2021/02/25,"12,268","4,445.27","-"
2021/02/26,"12,184","4,440.59","-"
2021/03/01,"12,194","4,472.69","-"
2021/03/02,"12,239","4,510.20","-"
2021/03/03,"12,229","4,523.52","-"
2021/03/04,"12,204","4,526.88","-"
2021/03/05,"12,193","4,537.68","-"
2021/03/08,"12,195","4,556.59","-"
2021/03/09,"12,197","4,572.72","-"
2021/03/10,"12,211","4,601.46","-"
2021/03/11,"12,227","4,622.98","-"
2021/03/12,"12,250","4,652.27","-"
2021/03/15,"12,236","4,666.55","-"
2021/03/16,"12,273","4,704.83","-"
2021/03/17,"12,277","4,732.08","-"
2021/03/18,"12,266","4,745.38","-"
2021/03/19,"12,247","4,753.80","-"
2021/03/22,"12,235","4,768.00","-"
2021/03/23,"12,242","4,793.68","-"
2021/03/24,"12,235","4,813.29","-"
2021/03/25,"12,247","4,844.05","-"
2021/03/26,"12,278","4,878.91","-"
2021/03/29,"12,296","4,911.43","-"
2021/03/30,"12,286","4,932.73","-"
2021/03/31,"12,273","4,958.29","-"
2021/04/01,"12,265","4,982.27","-"
2021/04/02,"12,305","5,010.22","-"
2021/04/05,"12,310","5,020.59","-"
2021/04/06,"12,285","5,010.36","-"
2021/04/07,"12,313","5,021.64","-"
2021/04/08,"12,307","5,038.18","-"
2021/04/09,"12,320","5,052.49","-"
2021/04/12,"12,307","5,054.20","-"
2021/04/13,"12,297","5,057.73","-"
2021/04/14,"12,301","5,069.52","-"
2021/04/15,"12,292","5,073.11","-"
2021/04/16,"12,345","5,102.46","-"
2021/04/19,"12,326","5,100.92","-"
2021/04/20,"12,276","5,091.11","-"
2021/04/21,"12,255","5,093.74","-"
2021/04/22,"12,287","5,116.25","-"
2021/04/23,"12,289","5,131.34","-"
2021/04/26,"12,289","5,140.71","-"
2021/04/27,"12,280","5,150.57","-"
2021/04/28,"12,279","5,169.91","-"
2021/04/30,"12,254","5,173.53","-"
2021/05/06,"12,284","5,200.85","-"
2021/05/07,"12,298","5,220.82","-"
2021/05/10,"12,308","5,235.05","-"
2021/05/11,"12,267","5,229.07","-"
2021/05/12,"12,201","5,212.61","-"
2021/05/13,"12,132","5,193.43","-"
2021/05/14,"12,157","5,216.25","-"
2021/05/17,"12,172","5,233.15","-"
2021/05/18,"12,179","5,248.86","-"
2021/05/19,"12,174","5,258.29","-"
2021/05/20,"12,169","5,267.02","-"
2021/05/21,"12,188","5,285.75","-"
2021/05/24,"12,203","5,304.06","-"
2021/05/25,"12,224","5,325.39","-"
2021/05/26,"12,242","5,333.46","-"
2021/05/27,"12,257","5,367.71","-"
2021/05/28,"12,275","5,385.07","-"
2021/05/31,"12,268","5,395.42","-"
2021/06/01,"12,264","5,404.88","-"
2021/06/02,"12,292","5,416.94","-"
2021/06/03,"12,320","5,446.19","-"
2021/06/04,"12,315","5,448.20","-"
2021/06/07,"12,332","5,465.56","-"
2021/06/08,"12,338","5,477.50","-"
2021/06/09,"12,359","5,496.74","-"
2021/06/10,"12,383","5,514.40","-"
2021/06/11,"12,386","5,529.90","-"
2021/06/14,"12,410","5,548.43","-"
2021/06/15,"12,409","5,551.80","-"
2021/06/16,"12,393","5,555.75","-"
2021/06/17,"12,375","5,556.02","-"
2021/06/18,"12,366","5,557.73","-"
2021/06/21,"12,342","5,553.66","-"
2021/06/22,"12,381","5,582.26","-"
2021/06/23,"12,375","5,590.08","-"
2021/06/24,"12,375","5,600.43","-"
2021/06/25,"12,396","5,616.75","-"
2021/06/28,"12,379","5,620.07","-"
2021/06/29,"12,390","5,637.51","-"
2021/06/30,"12,384","5,651.50","-"
2021/07/01,"12,398","5,668.34","-"
2021/07/02,"12,425","5,688.97","-"
2021/07/05,"12,436","5,698.42","-"
2021/07/06,"12,432","5,704.55","-"
2021/07/07,"12,445","5,710.59","-"
2021/07/08,"12,462","5,730.02","-"
2021/07/09,"12,443","5,725.71","-"
2021/07/12,"12,382","5,701.51","80"
2021/07/13,"12,404","5,738.25","-"
2021/07/14,"12,394","5,737.98","-"
2021/07/15,"12,380","5,735.41","-"
2021/07/16,"12,392","5,743.63","-"
2021/07/19,"12,374","5,742.64","-"
2021/07/20,"12,369","5,741.27","-"
2021/07/21,"12,401","5,763.87","-"
2021/07/26,"12,423","5,781.47","-"
2021/07/27,"12,425","5,785.64","-"
2021/07/28,"12,418","5,794.75","-"
2021/07/29,"12,415","5,801.98","-"
2021/07/30,"12,400","5,804.14","-"
2021/08/02,"12,425","5,824.69","-"
2021/08/03,"12,434","5,837.90","-"
2021/08/04,"12,438","5,847.47","-"
2021/08/05,"12,460","5,861.09","-"
2021/08/06,"12,465","5,867.03","-"
2021/08/10,"12,441","5,860.88","-"
2021/08/11,"12,452","5,871.60","-"
2021/08/12,"12,445","5,878.59","-"
2021/08/13,"12,451","5,889.49","-"
2021/08/16,"12,433","5,890.54","-"
2021/08/17,"12,429","5,899.24","-"
2021/08/18,"12,437","5,916.01","-"
2021/08/19,"12,414","5,911.59","-"
2021/08/20,"12,407","5,913.30","-"
2021/08/23,"12,425","5,928.70","-"
2021/08/24,"12,426","5,936.62","-"
2021/08/25,"12,425","5,943.89","-"
2021/08/26,"12,405","5,941.44","-"
2021/08/27,"12,405","5,950.04","-"
2021/08/30,"12,436","5,975.54","-"
2021/08/31,"12,458","6,000.83","-"
2021/09/01,"12,458","6,000.87","-"
2021/09/02,"12,466","6,022.96","-"
2021/09/03,"12,492","6,041.26","-"
2021/09/06,"12,493","6,046.44","-"
2021/09/07,"12,509","6,054.65","-"
2021/09/08,"12,498","6,049.29","-"
2021/09/09,"12,487","6,053.85","-"
2021/09/10,"12,496","6,059.84","-"
2021/09/13,"12,479","6,052.41","-"
2021/09/14,"12,505","6,071.67","-"
2021/09/15,"12,482","6,070.78","-"
2021/09/16,"12,468","6,068.88","-"
2021/09/17,"12,472","6,075.46","-"
2021/09/21,"12,398","6,045.93","-"
2021/09/22,"12,379","6,049.47","-"
2021/09/24,"12,393","6,074.76","-"
2021/09/27,"12,368","6,085.18","-"
2021/09/28,"12,354","6,095.89","-"
2021/09/29,"12,310","6,100.08","-"
2021/09/30,"12,316","6,125.62","-"
2021/10/01,"12,272","6,132.54","-"
2021/10/04,"12,285","6,147.33","-"
2021/10/05,"12,263","6,141.00","-"
2021/10/06,"12,247","6,137.92","-"
2021/10/07,"12,247","6,142.58","-"
2021/10/08,"12,259","6,152.55","-"
2021/10/11,"12,262","6,159.43","-"
2021/10/12,"12,256","6,162.52","-"
2021/10/13,"12,261","6,165.30","-"
2021/10/14,"12,291","6,193.07","-"
2021/10/15,"12,343","6,225.05","-"
2021/10/18,"12,336","6,227.76","-"
2021/10/19,"12,340","6,237.22","-"
2021/10/20,"12,341","6,246.22","-"
2021/10/21,"12,317","6,238.99","-"
2021/10/22,"12,304","6,238.40","-"
2021/10/25,"12,298","6,244.32","-"
2021/10/26,"12,329","6,267.87","-"
2021/10/27,"12,339","6,281.20","-"
2021/10/28,"12,334","6,287.03","-"
2021/10/29,"12,339","6,296.84","-"
2021/11/01,"12,364","6,320.51","-"
2021/11/02,"12,355","6,326.52","-"
2021/11/04,"12,405","6,358.19","-"
2021/11/05,"12,428","6,375.53","-"
2021/11/08,"12,456","6,392.53","-"
2021/11/09,"12,420","6,378.12","-"
2021/11/10,"12,427","6,383.01","-"
2021/11/11,"12,410","6,378.96","-"
2021/11/12,"12,435","6,393.67","-"
2021/11/15,"12,437","6,394.48","-"
2021/11/16,"12,434","6,399.90","-"
2021/11/17,"12,425","6,401.12","-"
2021/11/18,"12,412","6,396.87","-"
2021/11/19,"12,432","6,413.99","-"
2021/11/22,"12,446","6,426.52","-"
2021/11/24,"12,380","6,397.67","-"
2021/11/25,"12,396","6,413.77","-"
2021/11/26,"12,370","6,406.98","-"
2021/11/29,"12,309","6,375.52","-"
2021/11/30,"12,296","6,384.40","-"
2021/12/01,"12,306","6,400.71","-"
2021/12/02,"12,299","6,403.23","-"
2021/12/03,"12,315","6,416.01","-"
2021/12/06,"12,343","6,434.12","-"
2021/12/07,"12,322","6,428.96","-"
2021/12/08,"12,315","6,433.60","-"
2021/12/09,"12,292","6,425.72","-"
2021/12/10,"12,291","6,428.44","-"
2021/12/13,"12,292","6,432.36","-"
2021/12/14,"12,306","6,442.17","-"
2021/12/15,"12,296","6,443.28","-"
2021/12/16,"12,312","6,454.66","-"
2021/12/17,"12,296","6,449.26","-"
2021/12/20,"12,243","6,424.09","-"
2021/12/21,"12,243","6,427.82","-"
2021/12/22,"12,247","6,439.90","-"
2021/12/23,"12,276","6,465.21","-"
2021/12/24,"12,269","6,464.97","-"
2021/12/27,"12,260","6,465.57","-"
2021/12/28,"12,313","6,493.41","-"
2021/12/29,"12,318","6,495.76","-"
2021/12/30,"12,289","6,480.62","-"
2022/01/04,"12,320","6,525.91","-"
2022/01/05,"12,309","6,526.00","-"
2022/01/06,"12,234","6,492.31","-"
2022/01/07,"12,211","6,482.22","-"
2022/01/11,"12,091","6,420.46","80"
2022/01/12,"12,128","6,471.07","-"
2022/01/13,"12,125","6,473.04","-"
2022/01/14,"12,093","6,453.98","-"
2022/01/17,"12,077","6,447.24","-"
2022/01/18,"12,059","6,437.85","-"
2022/01/19,"11,963","6,386.90","-"
2022/01/20,"11,954","6,388.55","-"
2022/01/21,"11,959","6,391.12","-"
2022/01/24,"11,979","6,404.65","-"
2022/01/25,"11,963","6,395.44","-"
2022/01/26,"11,939","6,386.30","-"
2022/01/27,"11,907","6,372.54","-"
2022/01/28,"11,923","6,383.77","-"
2022/01/31,"11,938","6,394.55","-"
2022/02/01,"11,923","6,390.88","-"
2022/02/02,"11,928","6,400.19","-"
2022/02/03,"11,934","6,405.29","-"
2022/02/04,"11,889","6,382.79","-"
2022/02/07,"11,856","6,366.40","-"
2022/02/08,"11,842","6,361.27","-"
2022/02/09,"11,836","6,366.40","-"
2022/02/10,"11,866","6,382.03","-"
2022/02/14,"11,780","6,337.57","-"
2022/02/15,"11,740","6,314.75","-"
2022/02/16,"11,747","6,320.67","-"
2022/02/17,"11,748","6,323.28","-"
2022/02/18,"11,757","6,329.01","-"
2022/02/21,"11,758","6,330.39","-"
2022/02/22,"11,737","6,319.33","-"
2022/02/24,"11,699","6,298.91","-"
2022/02/25,"11,689","6,295.32","-"
2022/02/28,"11,714","6,307.57","-"
2022/03/01,"11,728","6,317.89","-"
2022/03/02,"11,780","6,352.36","-"
2022/03/03,"11,743","6,331.79","-"
2022/03/04,"11,732","6,326.76","-"
2022/03/07,"11,755","6,339.20","-"
2022/03/08,"11,704","6,312.48","-"
2022/03/09,"11,648","6,281.49","-"
2022/03/10,"11,607","6,257.90","-"
2022/03/11,"11,578","6,238.53","-"
2022/03/14,"11,580","6,238.95","-"
2022/03/15,"11,515","6,203.19","-"
2022/03/16,"11,510","6,206.18","-"
2022/03/17,"11,494","6,199.11","-"
2022/03/18,"11,504","6,210.41","-"
2022/03/22,"11,460","6,189.01","-"
2022/03/23,"11,453","6,185.53","-"
2022/03/24,"11,465","6,195.64","-"
2022/03/25,"11,466","6,197.71","-"
2022/03/28,"11,442","6,183.40","-"
2022/03/29,"11,475","6,203.75","-"
2022/03/30,"11,490","6,218.51","-"
2022/03/31,"11,479","6,217.03","-"
2022/04/01,"11,479","6,220.30","-"
2022/04/04,"11,488","6,225.89","-"
2022/04/05,"11,497","6,231.53","-"
2022/04/06,"11,454","6,208.50","-"
2022/04/07,"11,414","6,186.81","-"
2022/04/08,"11,399","6,178.47","-"
2022/04/11,"11,395","6,174.59","-"
2022/04/12,"11,351","6,148.54","-"
2022/04/13,"11,366","6,156.44","-"
2022/04/14,"11,392","6,168.86","-"
2022/04/15,"11,373","6,152.57","-"
2022/04/18,"11,367","6,146.51","-"
2022/04/19,"11,367","6,146.37","-"
2022/04/20,"11,383","6,154.99","-"
2022/04/21,"11,396","6,152.49","-"
2022/04/22,"11,368","6,133.29","-"
2022/04/25,"11,330","6,109.61","-"
2022/04/26,"11,330","6,104.86","-"
2022/04/27,"11,336","6,106.03","-"
2022/04/28,"11,341","6,107.75","-"
2022/05/02,"11,298","6,081.84","-"
2022/05/06,"11,243","6,052.76","-"
2022/05/09,"11,193","6,025.84","-"
2022/05/10,"11,170","6,010.28","-"
2022/05/11,"11,188","6,015.09","-"
2022/05/12,"11,207","6,019.60","-"
2022/05/13,"11,241","6,030.08","-"
2022/05/16,"11,211","6,009.40","-"
2022/05/17,"11,218","6,008.34","-"
2022/05/18,"11,175","5,985.37","-"
2022/05/19,"11,201","5,995.66","-"
2022/05/20,"11,216","6,001.52","-"
